"id","time_created","time_updated","company_id","account_payable_invoice_id","payment_number_id","vendor_id","amount","discount"
"115a72c6-05db-11ec-bcb3-005056bb008a","2021-08-25 19:31:38.875987","2021-08-25 19:31:38.875987","157dcbe8-05d9-11ec-882f-005056bb008a","38288cea-05da-11ec-bedb-005056bb008a","0260e8ea-05db-11ec-88dd-005056bb008a","b5d44130-05d9-11ec-a552-005056bb008a","30325.00",
"115a7f64-05db-11ec-bcb4-005056bb008a","2021-08-25 19:31:38.876301","2021-08-25 19:31:38.876301","157dcbe8-05d9-11ec-882f-005056bb008a","3828a46e-05da-11ec-bedc-005056bb008a","0260e944-05db-11ec-88de-005056bb008a","b5d44130-05d9-11ec-a552-005056bb008a","4209.00",
"115a7ffa-05db-11ec-bcb5-005056bb008a","2021-08-25 19:31:38.876315","2021-08-25 19:31:38.876315","157dcbe8-05d9-11ec-882f-005056bb008a","3828a55e-05da-11ec-bedd-005056bb008a","0260eaca-05db-11ec-88e2-005056bb008a","b5d44130-05d9-11ec-a552-005056bb008a","37368.00",
"115a805e-05db-11ec-bcb6-005056bb008a","2021-08-25 19:31:38.876325","2021-08-25 19:31:38.876325","157dcbe8-05d9-11ec-882f-005056bb008a","3828a608-05da-11ec-bede-005056bb008a","0260ea02-05db-11ec-88e0-005056bb008a","b5d44130-05d9-11ec-a552-005056bb008a","-556.85",
"115a80b8-05db-11ec-bcb7-005056bb008a","2021-08-25 19:31:38.876334","2021-08-25 19:31:38.876334","157dcbe8-05d9-11ec-882f-005056bb008a","3828a694-05da-11ec-bedf-005056bb008a","0260efde-05db-11ec-88ee-005056bb008a","b5d44608-05d9-11ec-a553-005056bb008a","3.60",
"115a8108-05db-11ec-bcb8-005056bb008a","2021-08-25 19:31:38.876342","2021-08-25 19:31:38.876342","157dcbe8-05d9-11ec-882f-005056bb008a","3828a720-05da-11ec-bee0-005056bb008a","0260f042-05db-11ec-88ef-005056bb008a","b5d44608-05d9-11ec-a553-005056bb008a","3.60",
"115a81bc-05db-11ec-bcb9-005056bb008a","2021-08-25 19:31:38.87636","2021-08-25 19:31:38.87636","157dcbe8-05d9-11ec-882f-005056bb008a","3828a7ac-05da-11ec-bee1-005056bb008a","0260f0a6-05db-11ec-88f0-005056bb008a","b5d44608-05d9-11ec-a553-005056bb008a","1.44",
"115a820c-05db-11ec-bcba-005056bb008a","2021-08-25 19:31:38.876368","2021-08-25 19:31:38.876368","157dcbe8-05d9-11ec-882f-005056bb008a","3828a860-05da-11ec-bee2-005056bb008a","0260f10a-05db-11ec-88f1-005056bb008a","b5d44798-05d9-11ec-a554-005056bb008a","2671.76",
"115a8266-05db-11ec-bcbb-005056bb008a","2021-08-25 19:31:38.876377","2021-08-25 19:31:38.876377","157dcbe8-05d9-11ec-882f-005056bb008a","3828a8e2-05da-11ec-bee3-005056bb008a","0260f178-05db-11ec-88f2-005056bb008a","b5d44798-05d9-11ec-a554-005056bb008a","2678.40",
"115a82b6-05db-11ec-bcbc-005056bb008a","2021-08-25 19:31:38.876385","2021-08-25 19:31:38.876385","157dcbe8-05d9-11ec-882f-005056bb008a","3828a96e-05da-11ec-bee4-005056bb008a","0260f1dc-05db-11ec-88f3-005056bb008a","b5d44798-05d9-11ec-a554-005056bb008a","3124.69",
"115a8310-05db-11ec-bcbd-005056bb008a","2021-08-25 19:31:38.876393","2021-08-25 19:31:38.876393","157dcbe8-05d9-11ec-882f-005056bb008a","3828a9fa-05da-11ec-bee5-005056bb008a","0260f286-05db-11ec-88f4-005056bb008a","b5d44a86-05d9-11ec-a556-005056bb008a","239.03",
"115a8360-05db-11ec-bcbe-005056bb008a","2021-08-25 19:31:38.876402","2021-08-25 19:31:38.876402","157dcbe8-05d9-11ec-882f-005056bb008a","3828aa7c-05da-11ec-bee6-005056bb008a","0260f2ea-05db-11ec-88f5-005056bb008a","b5d44a86-05d9-11ec-a556-005056bb008a","238.51",
"115a83b0-05db-11ec-bcbf-005056bb008a","2021-08-25 19:31:38.87641","2021-08-25 19:31:38.87641","157dcbe8-05d9-11ec-882f-005056bb008a","3828ab08-05da-11ec-bee7-005056bb008a","0260f358-05db-11ec-88f6-005056bb008a","b5d44a86-05d9-11ec-a556-005056bb008a","237.49",
"115a840a-05db-11ec-bcc0-005056bb008a","2021-08-25 19:31:38.876419","2021-08-25 19:31:38.876419","157dcbe8-05d9-11ec-882f-005056bb008a","3828ab8a-05da-11ec-bee8-005056bb008a","0260f3bc-05db-11ec-88f7-005056bb008a","b5d44e82-05d9-11ec-a559-005056bb008a","17.00",
"115a8464-05db-11ec-bcc1-005056bb008a","2021-08-25 19:31:38.876427","2021-08-25 19:31:38.876427","157dcbe8-05d9-11ec-882f-005056bb008a","3828ac16-05da-11ec-bee9-005056bb008a","0260f3bc-05db-11ec-88f7-005056bb008a","b5d44e82-05d9-11ec-a559-005056bb008a","32.50",
"115a84b4-05db-11ec-bcc2-005056bb008a","2021-08-25 19:31:38.876436","2021-08-25 19:31:38.876436","157dcbe8-05d9-11ec-882f-005056bb008a","3828ac98-05da-11ec-beea-005056bb008a","0260f420-05db-11ec-88f8-005056bb008a","b5d44e82-05d9-11ec-a559-005056bb008a","16.02",
"115a850e-05db-11ec-bcc3-005056bb008a","2021-08-25 19:31:38.876444","2021-08-25 19:31:38.876445","157dcbe8-05d9-11ec-882f-005056bb008a","3828ad38-05da-11ec-beeb-005056bb008a","0260f4f2-05db-11ec-88fa-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","70.96",
"115a855e-05db-11ec-bcc4-005056bb008a","2021-08-25 19:31:38.876453","2021-08-25 19:31:38.876453","157dcbe8-05d9-11ec-882f-005056bb008a","3828adc4-05da-11ec-beec-005056bb008a","0260f4f2-05db-11ec-88fa-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","99.99",
"115a85b8-05db-11ec-bcc5-005056bb008a","2021-08-25 19:31:38.876462","2021-08-25 19:31:38.876462","157dcbe8-05d9-11ec-882f-005056bb008a","3828ae50-05da-11ec-beed-005056bb008a","0260f4f2-05db-11ec-88fa-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","113.16",
"115a8608-05db-11ec-bcc6-005056bb008a","2021-08-25 19:31:38.87647","2021-08-25 19:31:38.87647","157dcbe8-05d9-11ec-882f-005056bb008a","3828aedc-05da-11ec-beee-005056bb008a","0260f48e-05db-11ec-88f9-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","62.69",
"115a869e-05db-11ec-bcc7-005056bb008a","2021-08-25 19:31:38.876485","2021-08-25 19:31:38.876485","157dcbe8-05d9-11ec-882f-005056bb008a","3828af72-05da-11ec-beef-005056bb008a","0260f48e-05db-11ec-88f9-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","406.58",
"115a86f8-05db-11ec-bcc8-005056bb008a","2021-08-25 19:31:38.876494","2021-08-25 19:31:38.876494","157dcbe8-05d9-11ec-882f-005056bb008a","3828b008-05da-11ec-bef0-005056bb008a","0260f4f2-05db-11ec-88fa-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","278.27",
"115a8752-05db-11ec-bcc9-005056bb008a","2021-08-25 19:31:38.876503","2021-08-25 19:31:38.876503","157dcbe8-05d9-11ec-882f-005056bb008a","3828b094-05da-11ec-bef1-005056bb008a","0260f560-05db-11ec-88fb-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","97.20",
"115a87a2-05db-11ec-bcca-005056bb008a","2021-08-25 19:31:38.876511","2021-08-25 19:31:38.876511","157dcbe8-05d9-11ec-882f-005056bb008a","3828b120-05da-11ec-bef2-005056bb008a","0260f560-05db-11ec-88fb-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","95.21",
"115a87fc-05db-11ec-bccb-005056bb008a","2021-08-25 19:31:38.87652","2021-08-25 19:31:38.87652","157dcbe8-05d9-11ec-882f-005056bb008a","3828b1ac-05da-11ec-bef3-005056bb008a","0260f560-05db-11ec-88fb-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","138.09",
"115a8856-05db-11ec-bccc-005056bb008a","2021-08-25 19:31:38.876529","2021-08-25 19:31:38.876529","157dcbe8-05d9-11ec-882f-005056bb008a","3828b256-05da-11ec-bef4-005056bb008a","0260f560-05db-11ec-88fb-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","30.41",
"115a88a6-05db-11ec-bccd-005056bb008a","2021-08-25 19:31:38.876537","2021-08-25 19:31:38.876537","157dcbe8-05d9-11ec-882f-005056bb008a","3828b2e2-05da-11ec-bef5-005056bb008a","0260f5c4-05db-11ec-88fc-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","71.01",
"115a8900-05db-11ec-bcce-005056bb008a","2021-08-25 19:31:38.876546","2021-08-25 19:31:38.876546","157dcbe8-05d9-11ec-882f-005056bb008a","3828b364-05da-11ec-bef6-005056bb008a","0260f5c4-05db-11ec-88fc-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","70.77",
"115a895a-05db-11ec-bccf-005056bb008a","2021-08-25 19:31:38.876555","2021-08-25 19:31:38.876555","157dcbe8-05d9-11ec-882f-005056bb008a","3828b3f0-05da-11ec-bef7-005056bb008a","0260f5c4-05db-11ec-88fc-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","29.65",
"115a89aa-05db-11ec-bcd0-005056bb008a","2021-08-25 19:31:38.876563","2021-08-25 19:31:38.876563","157dcbe8-05d9-11ec-882f-005056bb008a","3828b47c-05da-11ec-bef8-005056bb008a","0260f5c4-05db-11ec-88fc-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","88.12",
"115a8a04-05db-11ec-bcd1-005056bb008a","2021-08-25 19:31:38.876572","2021-08-25 19:31:38.876572","157dcbe8-05d9-11ec-882f-005056bb008a","3828b508-05da-11ec-bef9-005056bb008a","0260f628-05db-11ec-88fd-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","147.02",
"115a8a5e-05db-11ec-bcd2-005056bb008a","2021-08-25 19:31:38.876581","2021-08-25 19:31:38.876581","157dcbe8-05d9-11ec-882f-005056bb008a","3828b594-05da-11ec-befa-005056bb008a","0260f628-05db-11ec-88fd-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","69.30",
"115a8ab8-05db-11ec-bcd3-005056bb008a","2021-08-25 19:31:38.876589","2021-08-25 19:31:38.876589","157dcbe8-05d9-11ec-882f-005056bb008a","3828bd78-05da-11ec-befd-005056bb008a","0260f696-05db-11ec-88fe-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","24.99",
"115a8b08-05db-11ec-bcd4-005056bb008a","2021-08-25 19:31:38.876598","2021-08-25 19:31:38.876598","157dcbe8-05d9-11ec-882f-005056bb008a","3828be04-05da-11ec-befe-005056bb008a","0260f6fa-05db-11ec-88ff-005056bb008a","b5d452b0-05d9-11ec-a55c-005056bb008a","14.39",
"115a8b9e-05db-11ec-bcd5-005056bb008a","2021-08-25 19:31:38.876613","2021-08-25 19:31:38.876613","157dcbe8-05d9-11ec-882f-005056bb008a","3828be90-05da-11ec-beff-005056bb008a","0260f768-05db-11ec-8900-005056bb008a","b5d452b0-05d9-11ec-a55c-005056bb008a","39.54",
"115a8bf8-05db-11ec-bcd6-005056bb008a","2021-08-25 19:31:38.876622","2021-08-25 19:31:38.876622","157dcbe8-05d9-11ec-882f-005056bb008a","3828bf1c-05da-11ec-bf00-005056bb008a","0260f812-05db-11ec-8901-005056bb008a","b5d452b0-05d9-11ec-a55c-005056bb008a","21.37",
"115a8c52-05db-11ec-bcd7-005056bb008a","2021-08-25 19:31:38.87663","2021-08-25 19:31:38.87663","157dcbe8-05d9-11ec-882f-005056bb008a","3828bf9e-05da-11ec-bf01-005056bb008a","0260f876-05db-11ec-8902-005056bb008a","b5d452b0-05d9-11ec-a55c-005056bb008a","11.69",
"115a8ca2-05db-11ec-bcd8-005056bb008a","2021-08-25 19:31:38.876639","2021-08-25 19:31:38.876639","157dcbe8-05d9-11ec-882f-005056bb008a","3828c02a-05da-11ec-bf02-005056bb008a","0260f93e-05db-11ec-8903-005056bb008a","b5d452b0-05d9-11ec-a55c-005056bb008a","22.65",
"115a8cfc-05db-11ec-bcd9-005056bb008a","2021-08-25 19:31:38.876648","2021-08-25 19:31:38.876648","157dcbe8-05d9-11ec-882f-005056bb008a","3828c0b6-05da-11ec-bf03-005056bb008a","0260ec96-05db-11ec-88e6-005056bb008a","b5d456f2-05d9-11ec-a55f-005056bb008a","567.52",
"115a8d92-05db-11ec-bcda-005056bb008a","2021-08-25 19:31:38.876663","2021-08-25 19:31:38.876663","157dcbe8-05d9-11ec-882f-005056bb008a","3828c142-05da-11ec-bf04-005056bb008a","0260ec96-05db-11ec-88e6-005056bb008a","b5d456f2-05d9-11ec-a55f-005056bb008a","1159.16",
"115a8dec-05db-11ec-bcdb-005056bb008a","2021-08-25 19:31:38.876672","2021-08-25 19:31:38.876672","157dcbe8-05d9-11ec-882f-005056bb008a","3828c26e-05da-11ec-bf06-005056bb008a","0260f9ac-05db-11ec-8904-005056bb008a","b5d45c56-05d9-11ec-a563-005056bb008a","750.00",
"115a8e46-05db-11ec-bcdc-005056bb008a","2021-08-25 19:31:38.876681","2021-08-25 19:31:38.876681","157dcbe8-05d9-11ec-882f-005056bb008a","3828c2fa-05da-11ec-bf07-005056bb008a","0260fa1a-05db-11ec-8905-005056bb008a","b5d45c56-05d9-11ec-a563-005056bb008a","750.00",
"115a8ea0-05db-11ec-bcdd-005056bb008a","2021-08-25 19:31:38.87669","2021-08-25 19:31:38.87669","157dcbe8-05d9-11ec-882f-005056bb008a","3828c37c-05da-11ec-bf08-005056bb008a","0260fa7e-05db-11ec-8906-005056bb008a","b5d45c56-05d9-11ec-a563-005056bb008a","750.00",
"115a8ef0-05db-11ec-bcde-005056bb008a","2021-08-25 19:31:38.876698","2021-08-25 19:31:38.876698","157dcbe8-05d9-11ec-882f-005056bb008a","3828c408-05da-11ec-bf09-005056bb008a","0260faec-05db-11ec-8907-005056bb008a","b5d45da0-05d9-11ec-a564-005056bb008a","1000.00",
"115a8f4a-05db-11ec-bcdf-005056bb008a","2021-08-25 19:31:38.876707","2021-08-25 19:31:38.876707","157dcbe8-05d9-11ec-882f-005056bb008a","3828c48a-05da-11ec-bf0a-005056bb008a","0260fb5a-05db-11ec-8908-005056bb008a","b5d45da0-05d9-11ec-a564-005056bb008a","1000.00",
"115a8fa4-05db-11ec-bce0-005056bb008a","2021-08-25 19:31:38.876716","2021-08-25 19:31:38.876716","157dcbe8-05d9-11ec-882f-005056bb008a","3828c50c-05da-11ec-bf0b-005056bb008a","0260fbc8-05db-11ec-8909-005056bb008a","b5d45da0-05d9-11ec-a564-005056bb008a","1000.00",
"115a8ffe-05db-11ec-bce1-005056bb008a","2021-08-25 19:31:38.876725","2021-08-25 19:31:38.876725","157dcbe8-05d9-11ec-882f-005056bb008a","3828c598-05da-11ec-bf0c-005056bb008a","0260fc2c-05db-11ec-890a-005056bb008a","b5d466f6-05d9-11ec-a56b-005056bb008a","3529.52",
"115a904e-05db-11ec-bce2-005056bb008a","2021-08-25 19:31:38.876733","2021-08-25 19:31:38.876733","157dcbe8-05d9-11ec-882f-005056bb008a","3828c624-05da-11ec-bf0d-005056bb008a","0260fc9a-05db-11ec-890b-005056bb008a","b5d466f6-05d9-11ec-a56b-005056bb008a","2063.01",
"115a90a8-05db-11ec-bce3-005056bb008a","2021-08-25 19:31:38.876742","2021-08-25 19:31:38.876742","157dcbe8-05d9-11ec-882f-005056bb008a","3828c6a6-05da-11ec-bf0e-005056bb008a","0260fc9a-05db-11ec-890b-005056bb008a","b5d466f6-05d9-11ec-a56b-005056bb008a","3529.52",
"115a9134-05db-11ec-bce4-005056bb008a","2021-08-25 19:31:38.876756","2021-08-25 19:31:38.876756","157dcbe8-05d9-11ec-882f-005056bb008a","3828c750-05da-11ec-bf0f-005056bb008a","0260fd08-05db-11ec-890c-005056bb008a","b5d466f6-05d9-11ec-a56b-005056bb008a","3529.52",
"115a918e-05db-11ec-bce5-005056bb008a","2021-08-25 19:31:38.876765","2021-08-25 19:31:38.876765","157dcbe8-05d9-11ec-882f-005056bb008a","3828c7dc-05da-11ec-bf10-005056bb008a","0260fd6c-05db-11ec-890d-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","75.06",
"115a91e8-05db-11ec-bce6-005056bb008a","2021-08-25 19:31:38.876774","2021-08-25 19:31:38.876774","157dcbe8-05d9-11ec-882f-005056bb008a","3828c89a-05da-11ec-bf11-005056bb008a","0260fd6c-05db-11ec-890d-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","814.46",
"115a9242-05db-11ec-bce7-005056bb008a","2021-08-25 19:31:38.876783","2021-08-25 19:31:38.876783","157dcbe8-05d9-11ec-882f-005056bb008a","3828c926-05da-11ec-bf12-005056bb008a","0260fd6c-05db-11ec-890d-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","2786.46",
"115a929c-05db-11ec-bce8-005056bb008a","2021-08-25 19:31:38.876791","2021-08-25 19:31:38.876791","157dcbe8-05d9-11ec-882f-005056bb008a","3828c9b2-05da-11ec-bf13-005056bb008a","0260fd6c-05db-11ec-890d-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","58.85",
"115a92ec-05db-11ec-bce9-005056bb008a","2021-08-25 19:31:38.8768","2021-08-25 19:31:38.8768","157dcbe8-05d9-11ec-882f-005056bb008a","3828ca3e-05da-11ec-bf14-005056bb008a","0260fe16-05db-11ec-890e-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","180.00",
"115a9346-05db-11ec-bcea-005056bb008a","2021-08-25 19:31:38.876809","2021-08-25 19:31:38.876809","157dcbe8-05d9-11ec-882f-005056bb008a","3828caca-05da-11ec-bf15-005056bb008a","0260fe16-05db-11ec-890e-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","3042.26",
