id,time_created,time_updated,number,company_id,vendor_id,status_type_id,order_date,type_id,freight_on_board_type_id,freight_term_type_id,ship_location_type_id,approved_by_id_sfk,total_amount,received_amount,paid_amount,purchase_agent_id_sfk,ship_via_id,required_date,ship_to_id_sfk,vendor_payment_term_id,message,total_landed_amount,total_freight_amount,exception_ind_type_id,vendor_submitted_time,vendor_submitted_employee_sfk,ecommerce_indicator,customer_account_number_sfk,deleted,purchase_order_header,
eb526508-05d9-11ec-ab0e-005056bb008a,2021-08-25 19:23:25.573056,2021-08-25 19:23:25.573056,16093,157dcbe8-05d9-11ec-882f-005056bb008a,b5d5dcc0-05d9-11ec-a65f-005056bb008a,6,2020-02-07,1,1,2,2,52,696.30,696.30,696.30,52,9b118128-05d9-11ec-a89a-005056bb008a,2020-02-14,1,ab9e697a-05d9-11ec-9200-005056bb008a,Americas Mattress Invoice - 6691 /nSPECIAL ORDER DANIEL HAGERTY,696.30,,2,,,false,,false,
eb52842a-05d9-11ec-ab0f-005056bb008a,2021-08-25 19:23:25.573844,2021-08-25 19:23:25.573844,16094,157dcbe8-05d9-11ec-882f-005056bb008a,b5d670f4-05d9-11ec-a692-005056bb008a,6,2020-02-10,1,1,2,2,52,284.90,284.90,,52,9b118128-05d9-11ec-a89a-005056bb008a,2020-02-17,16,ab9e697a-05d9-11ec-9200-005056bb008a,AMERICAS MATTRESS INVOICE - 6706 /nSPECIAL ORDER - NORMAN,284.90,,2,,,false,,false,
eb52852e-05d9-11ec-ab10-005056bb008a,2021-08-25 19:23:25.573869,2021-08-25 19:23:25.573869,16095,157dcbe8-05d9-11ec-882f-005056bb008a,b5d670f4-05d9-11ec-a692-005056bb008a,6,2020-02-12,1,1,2,2,52,82.50,82.50,,52,9b118128-05d9-11ec-a89a-005056bb008a,2020-02-19,16,ab9e697a-05d9-11ec-9200-005056bb008a,Americas Mattress 6715,82.50,,2,,,false,,false,
eb5285e2-05d9-11ec-ab11-005056bb008a,2021-08-25 19:23:25.573887,2021-08-25 19:23:25.573887,284149,157dcbe8-05d9-11ec-882f-005056bb008a,b5d75a3c-05d9-11ec-a709-005056bb008a,6,2020-02-13,1,1,2,2,51,320.00,320.00,,51,9b118128-05d9-11ec-a89a-005056bb008a,2020-02-13,16,ab9e697a-05d9-11ec-9200-005056bb008a,RACFI PO 9284149,320.00,,2,,,false,,false,
eb5286f0-05d9-11ec-ab12-005056bb008a,2021-08-25 19:23:25.573914,2021-08-25 19:23:25.573914,284152,157dcbe8-05d9-11ec-882f-005056bb008a,b5d4e158-05d9-11ec-a5bc-005056bb008a,6,2020-02-13,1,1,2,2,51,2903.00,2903.00,,51,9b118128-05d9-11ec-a89a-005056bb008a,2020-02-23,16,ab9e697a-05d9-11ec-9200-005056bb008a,RACFI PO 9284152 /nWPL6620HCGPR  APRIL ROBERTSON/SETH COON $42.99/WEEK,2903.00,,4,,,false,,false,
eb52879a-05d9-11ec-ab13-005056bb008a,2021-08-25 19:23:25.573931,2021-08-25 19:23:25.573931,284153,157dcbe8-05d9-11ec-882f-005056bb008a,b5d766b2-05d9-11ec-a712-005056bb008a,6,2020-02-13,1,1,2,2,51,1109.98,1109.98,,51,9b118128-05d9-11ec-a89a-005056bb008a,2020-02-13,16,ab9e697a-05d9-11ec-9200-005056bb008a,"RACFI PO 9284153 /nSM-N970BK  TERRENCE HILL $39.99/WK $1,870 CASH",1109.98,,4,,,false,,false,
eb52883a-05d9-11ec-ab14-005056bb008a,2021-08-25 19:23:25.573947,2021-08-25 19:23:25.573947,284144,157dcbe8-05d9-11ec-882f-005056bb008a,b5d47ca4-05d9-11ec-a578-005056bb008a,6,2020-02-13,1,1,2,2,51,1067.88,1067.88,,51,9b118128-05d9-11ec-a89a-005056bb008a,2020-03-05,1,ab9e5d36-05d9-11ec-91ff-005056bb008a,"RACFI PO 9284144 /n120-00-55, 67 ,08 -- TRAVIS BLOW - PAID $50 DOWN",1067.88,,4,,,false,,false,
eb5288e4-05d9-11ec-ab15-005056bb008a,2021-08-25 19:23:25.573964,2021-08-25 19:23:25.573964,278606,157dcbe8-05d9-11ec-882f-005056bb008a,b5d47ca4-05d9-11ec-a578-005056bb008a,6,2020-02-14,1,1,2,2,52,354.88,354.88,354.88,52,9b118128-05d9-11ec-a89a-005056bb008a,2020-03-06,15,ab9e5d36-05d9-11ec-91ff-005056bb008a,RAC PO 9278606,354.88,,2,,,false,,false,
eb5289ac-05d9-11ec-ab16-005056bb008a,2021-08-25 19:23:25.573984,2021-08-25 19:23:25.573984,284148,157dcbe8-05d9-11ec-882f-005056bb008a,b5d47ca4-05d9-11ec-a578-005056bb008a,6,2020-02-14,1,1,2,2,51,587.51,587.51,,51,9b118128-05d9-11ec-a89a-005056bb008a,2020-03-06,1,ab9e5d36-05d9-11ec-91ff-005056bb008a,RACFI PO 9284148 /nB219-7 KATHERINE KESSLER $93.00 DOWN PAYMENT,587.51,,4,,,false,,false,
eb528a56-05d9-11ec-ab17-005056bb008a,2021-08-25 19:23:25.574001,2021-08-25 19:23:25.574001,284143,157dcbe8-05d9-11ec-882f-005056bb008a,b5d47ca4-05d9-11ec-a578-005056bb008a,6,2020-02-14,1,1,2,2,51,1730.43,1730.43,,51,9b118128-05d9-11ec-a89a-005056bb008a,2020-03-06,7,ab9e5d36-05d9-11ec-91ff-005056bb008a,RACFI PO 9284143 /n385-01       KATRINA MOFFATT PAID $40 DOWN /nB106-3TF   ERIN HOUCK PAID $40.00 DOWN,1730.43,,4,,,false,,false,
