"id","time_created","time_updated","company_id","account_id","profit_center_id_sfk","date","source_id","amount","message","employee_number_id_sfk","journal_entry_number"
"1e412670-05da-11ec-bacb-005056bb008a","2021-08-25 19:24:51.023844","2021-08-25 19:24:51.023844","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","101","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","12165.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4134bc-05da-11ec-bacc-005056bb008a","2021-08-25 19:24:51.024202","2021-08-25 19:24:51.024202","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","101","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","-12165.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e41355c-05da-11ec-bacd-005056bb008a","2021-08-25 19:24:51.024216","2021-08-25 19:24:51.024216","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","106","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","5765.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4135b6-05da-11ec-bace-005056bb008a","2021-08-25 19:24:51.024225","2021-08-25 19:24:51.024225","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","106","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","-1290.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e413610-05da-11ec-bacf-005056bb008a","2021-08-25 19:24:51.024234","2021-08-25 19:24:51.024234","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","107","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","3180.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e41366a-05da-11ec-bad0-005056bb008a","2021-08-25 19:24:51.024243","2021-08-25 19:24:51.024243","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","107","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","110.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4136c4-05da-11ec-bad1-005056bb008a","2021-08-25 19:24:51.024252","2021-08-25 19:24:51.024252","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","110","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","107.75","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e41371e-05da-11ec-bad2-005056bb008a","2021-08-25 19:24:51.024261","2021-08-25 19:24:51.024261","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","110","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","636.51","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e41376e-05da-11ec-bad3-005056bb008a","2021-08-25 19:24:51.024269","2021-08-25 19:24:51.024269","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","1","2020-01-11","04b8b114-05da-11ec-8058-005056bb008a","1000.00",,"0",
"1e4137c8-05da-11ec-bad4-005056bb008a","2021-08-25 19:24:51.024278","2021-08-25 19:24:51.024278","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","1","2020-01-13","04b8b114-05da-11ec-8058-005056bb008a","-1000.00",,"0",
"1e413818-05da-11ec-bad5-005056bb008a","2021-08-25 19:24:51.024286","2021-08-25 19:24:51.024286","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","1","2020-02-08","04b8b114-05da-11ec-8058-005056bb008a","1000.00",,"0",
"1e413868-05da-11ec-bad6-005056bb008a","2021-08-25 19:24:51.024294","2021-08-25 19:24:51.024294","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","1","2020-02-10","04b8b114-05da-11ec-8058-005056bb008a","-1000.00",,"0",
"1e4138b8-05da-11ec-bad7-005056bb008a","2021-08-25 19:24:51.024302","2021-08-25 19:24:51.024302","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-02","04b8b09c-05da-11ec-8056-005056bb008a","-9060.00","PDL DEPOSIT CASH","52","1"
"1e413908-05da-11ec-bad8-005056bb008a","2021-08-25 19:24:51.02431","2021-08-25 19:24:51.02431","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-04","04b8b09c-05da-11ec-8056-005056bb008a","-5530.00","PDL DEPOSIT","777","1"
"1e413962-05da-11ec-bad9-005056bb008a","2021-08-25 19:24:51.024319","2021-08-25 19:24:51.024319","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-07","04b8b09c-05da-11ec-8056-005056bb008a","2500.00","PDL FUNDING DFS","52","1"
"1e4139b2-05da-11ec-bada-005056bb008a","2021-08-25 19:24:51.024327","2021-08-25 19:24:51.024327","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-07","04b8b09c-05da-11ec-8056-005056bb008a","3000.00","PDL FUNDING DFS","52","1"
"1e413a2a-05da-11ec-badb-005056bb008a","2021-08-25 19:24:51.024339","2021-08-25 19:24:51.024339","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-08","04b8b09c-05da-11ec-8056-005056bb008a","-955.00","PDL DEPOSIT CASH","52","1"
"1e413a7a-05da-11ec-badc-005056bb008a","2021-08-25 19:24:51.024347","2021-08-25 19:24:51.024347","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-08","04b8b09c-05da-11ec-8056-005056bb008a","-555.00","PDL DEPOSIT CHECK","52","1"
"1e413aca-05da-11ec-badd-005056bb008a","2021-08-25 19:24:51.024355","2021-08-25 19:24:51.024355","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-09","04b8b09c-05da-11ec-8056-005056bb008a","555.00","PDL NSF CHECK #558","52","1"
"1e413b24-05da-11ec-bade-005056bb008a","2021-08-25 19:24:51.024363","2021-08-25 19:24:51.024364","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-09","04b8b09c-05da-11ec-8056-005056bb008a","-735.00","PDL DEPOSIT CASH","52","1"
"1e413b74-05da-11ec-badf-005056bb008a","2021-08-25 19:24:51.024372","2021-08-25 19:24:51.024372","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-13","04b8b09c-05da-11ec-8056-005056bb008a","6000.00","PDL FUNDING DFS","52","1"
"1e413bc4-05da-11ec-bae0-005056bb008a","2021-08-25 19:24:51.02438","2021-08-25 19:24:51.02438","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-15","04b8b09c-05da-11ec-8056-005056bb008a","-2231.00","PDL DEPOSIT CASH","52","1"
"1e413c14-05da-11ec-bae1-005056bb008a","2021-08-25 19:24:51.024388","2021-08-25 19:24:51.024388","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-16","04b8b09c-05da-11ec-8056-005056bb008a","-300.00","PDL DEPOSIT CASH","52","1"
"1e413c64-05da-11ec-bae2-005056bb008a","2021-08-25 19:24:51.024396","2021-08-25 19:24:51.024396","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-18","04b8b09c-05da-11ec-8056-005056bb008a","-845.00","PDL DEPOSIT CASH","52","1"
"1e413cbe-05da-11ec-bae3-005056bb008a","2021-08-25 19:24:51.024404","2021-08-25 19:24:51.024405","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-21","04b8b09c-05da-11ec-8056-005056bb008a","-1445.00","PDL DEPOSIT CHECK","52","1"
"1e413d0e-05da-11ec-bae4-005056bb008a","2021-08-25 19:24:51.024413","2021-08-25 19:24:51.024413","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-23","04b8b09c-05da-11ec-8056-005056bb008a","-335.00","PDL DEPOSIT CHECK","52","1"
"1e413d72-05da-11ec-bae5-005056bb008a","2021-08-25 19:24:51.024423","2021-08-25 19:24:51.024423","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-23","04b8b09c-05da-11ec-8056-005056bb008a","-1315.00","PDL DEPOSIT CASH","52","1"
